n_words_q,n_words_a_solution,n_words_a_lecture,Text_Length,Word_Count,Nouns,Verbs,Adjectives,Adverbs,Num_Numbers,Num_Commas,Num_Complex_Words,Num_Unique_Words,Num_Content_Words,Num_Content_Words_No_Stopwords,Word_Length_Syllables,Avg_Sentence_Length,Num_Prepositional_Phrases,Num_Negated_Words_Stem,Num_Negated_Words_Lead_In,Num_Main_Noun_Phrases,Avg_Main_NP_Length,Num_Verb_Phrases,Prop_Active_Voice_Verbs,Prop_Passive_Voice_Verbs,Ratio_Active_to_Passive_Verbs,Num_Words_Before_Main_Verb,Num_Agentless_Passive_Constructions,Word_Length_Std_Dev,Num_Polysemic_Words,Num_Word_Senses,Num_Word_Senses_For_Content_Words,Num_Word_Senses_For_Nouns,Num_Word_Senses_For_Verbs,Num_Word_Senses_For_Non_Auxiliary_Verbs,Num_Word_Senses_For_Adjectives,Num_Word_Senses_For_Adverbs,Distance_To_Root_Nouns,Distance_To_Root_Verbs,flesch_kincaid_grade,flesch_kincaid_ease,coleman_liau_index,automated_readability_index,smog_index,gunning_fog,traenkle_bailer_index,education_level
21,43,236,1965,304,93,48,38,11,0,5,78,140,203,180,1.7960526315789473,37.888888888888886,23,0,0,100,2.15,34,0.9130434782608695,0.08695652173913043,10.5,10.6,2,2.872475330724925,112,1010,898,223,325,299,139,37,5.855770986383231,1.8818206056981568,16.4,31.96,13.82,19.2,18.8,17.08,101.82686423391812,high
11,1,86,650,102,35,31,5,1,0,8,18,68,72,59,1.5686274509803921,11.090909090909092,12,1,1,31,1.6451612903225807,26,0.5833333333333334,0.4166666666666667,1.4,4.2727272727272725,3,2.3531862617456105,50,410,270,108,164,106,14,1,5.519999765192073,1.4162803709064096,5.7,70.5,11.05,8.5,9.1,6.47,71.82371820320856,elementary
18,45,219,1428,245,102,31,16,2,0,14,45,86,160,137,1.579591836734694,16.764705882352942,31,0,0,78,2.3205128205128207,20,0.8571428571428571,0.14285714285714285,6.0,3.3333333333333335,1,2.4929254336674225,62,504,387,166,161,97,31,10,5.953950216450218,1.548918563376768,7.8,65.22,9.1,8.5,11.7,8.89,56.42054986794719,middle
11,22,104,647,116,39,20,10,2,21,4,12,57,71,58,1.4137931034482758,11.75,15,0,0,42,1.9761904761904763,11,0.7777777777777778,0.2222222222222222,3.5,2.875,2,2.2229180027807596,39,402,295,88,114,56,75,7,6.096866625438054,1.281072436335594,3.8,86.2,4.56,3.3,7.2,5.15,57.02132800000001,elementary
21,26,71,634,106,26,26,6,6,0,3,11,64,64,56,1.5377358490566038,12.2,9,1,0,31,1.5806451612903225,19,0.875,0.125,7.0,3.0,1,3.0160364079529183,55,626,490,122,292,227,32,22,6.005316742081448,2.2411801095729666,6.2,69.18,9.55,7.3,8.5,6.13,111.01484591698112,high
20,47,407,2655,434,143,91,29,10,0,7,78,140,275,236,1.5898617511520738,13.657142857142857,38,4,4,140,1.8357142857142856,70,0.7560975609756098,0.24390243902439024,3.1,2.8,8,2.6133298849470963,104,1168,961,204,574,484,57,12,5.660986344809873,1.5424273661702355,6.9,67.35,10.83,8.9,10.2,6.89,106.60553947281106,middle
11,106,154,1870,295,82,59,31,16,0,9,60,123,189,168,1.7627118644067796,15.666666666666666,37,0,0,74,2.0,41,0.6666666666666666,0.3333333333333333,2.0,4.588235294117647,8,3.0834044392421096,90,798,650,203,238,193,83,33,5.6434972191551145,1.8961857918148037,9.9,48.81,12.46,10.7,12.6,9.53,58.65197970621469,high
47,35,133,1130,192,49,38,22,9,0,6,29,111,127,103,1.6041666666666667,14.466666666666667,17,4,4,53,2.0754716981132075,30,0.75,0.25,3.0,5.5,4,2.6879844524599963,82,801,677,221,284,245,62,26,6.177482378732379,1.6041364059221204,7.2,66.74,8.92,7.7,10.4,8.48,104.75476879999998,high
29,26,133,976,166,44,34,18,8,0,4,26,104,112,90,1.6204819277108433,11.875,13,2,2,52,1.75,25,0.75,0.25,3.0,2.7777777777777777,4,2.823881524784333,78,742,614,211,293,241,51,25,6.2676599590885305,1.6711559317149383,6.2,69.38,8.56,6.6,9.5,7.99,119.34361228915661,high
12,35,96,789,120,37,42,7,5,0,8,27,66,91,72,1.6666666666666667,9.666666666666666,9,3,3,31,1.8387096774193548,37,0.5384615384615384,0.46153846153846156,1.1666666666666667,4.142857142857143,4,2.4526629518862872,52,616,453,96,347,263,15,13,4.836671906524848,1.2806021861179757,6.4,63.36,11.56,8.9,9.4,5.53,125.16206133333333,elementary
8,29,85,563,108,31,17,12,2,0,9,5,58,69,56,1.3333333333333333,12.8,12,1,1,30,1.7,13,0.7777777777777778,0.2222222222222222,3.5,4.714285714285714,2,2.1450128780297755,38,416,355,72,127,95,49,2,5.148072562358276,1.8602099654731235,4.0,85.89,4.97,3.8,6.7,5.06,78.45955324444444,elementary
8,35,99,688,117,38,19,7,1,14,2,15,49,66,57,1.4273504273504274,9.666666666666666,17,0,0,44,1.7954545454545454,13,0.8,0.2,4.0,2.4285714285714284,1,2.792662290853934,38,429,308,104,95,50,17,7,6.763744588744588,1.6290577843209422,4.2,79.97,5.59,3.9,8.2,4.28,39.11365791452988,elementary
15,39,67,783,143,41,44,4,1,0,1,8,60,90,78,1.3426573426573427,14.181818181818182,3,0,0,45,1.488888888888889,34,1.0,0.0,16.0,1.875,0,1.8207620207356472,43,505,378,54,351,267,4,3,5.270032051282051,1.7236770414214024,4.8,83.66,7.29,6.2,6.1,5.48,187.6810048111888,elementary
10,57,201,1593,261,69,50,23,10,2,13,39,96,159,151,1.6245210727969348,14.285714285714286,32,3,3,81,1.8148148148148149,37,0.8148148148148148,0.18518518518518517,4.4,2.6666666666666665,5,2.6161541268449526,68,613,498,100,264,206,39,9,5.522740592740592,1.4693500101185981,7.3,66.54,10.37,9.0,10.2,6.65,63.20416825396825,high
6,49,88,699,120,47,18,11,3,0,12,21,67,88,69,1.575,9.866666666666667,9,0,0,38,2.026315789473684,15,0.9,0.1,9.0,3.2,1,2.4169396397556606,54,613,530,165,169,124,44,3,5.322709235209236,2.319063345575277,5.2,71.82,7.03,5.3,9.0,5.53,125.00240053333332,elementary
6,72,110,1036,178,57,39,18,4,2,6,29,67,126,99,1.5393258426966292,10.35,14,1,1,55,1.8,31,0.7222222222222222,0.2777777777777778,2.6,3.0,4,2.3369233418576174,50,560,449,113,239,175,44,7,5.642225108225108,1.7556525296905663,5.6,70.9,8.03,5.8,8.8,4.46,120.1467738247191,elementary
18,26,119,780,144,41,20,19,3,0,8,8,64,83,75,1.3333333333333333,15.0,19,1,1,40,2.1,14,0.8571428571428571,0.14285714285714285,6.0,6.7,1,2.1440684039898668,46,472,360,89,161,122,41,17,6.3556122448979595,1.985157173011424,4.9,83.56,6.54,5.9,8.0,6.07,51.20261777777776,elementary
4,146,11,736,141,58,25,14,0,3,8,5,82,105,82,1.2695035460992907,9.333333333333334,10,0,0,51,1.803921568627451,19,1.0,0.0,13.0,1.3076923076923077,0,1.927721675868876,61,543,432,178,152,88,62,0,7.771130952380952,1.554814921920185,1.7,97.3,3.61,2.2,5.8,3.44,130.41978252482266,elementary
7,29,126,832,129,46,22,11,8,28,11,20,63,91,69,1.697674418604651,13.076923076923077,11,0,0,44,1.9318181818181819,8,0.7142857142857143,0.2857142857142857,2.5,2.2,2,2.7993406213227874,43,436,329,95,115,76,63,25,6.869740887132192,1.75994005994006,5.4,76.82,7.46,6.1,10.0,6.72,109.86721829457365,middle
125,155,223,2677,452,144,58,40,11,8,25,65,178,254,241,1.5508849557522124,25.7,64,0,0,123,2.16260162601626,50,0.9090909090909091,0.09090909090909091,10.0,9.444444444444445,2,2.468669685885978,142,1253,1091,420,273,221,128,26,6.2490338252533375,1.89398257992008,10.6,57.81,10.15,12.3,12.2,11.7,30.85072171327431,high
29,22,71,631,107,26,25,7,6,0,4,10,66,64,56,1.4953271028037383,12.4,5,1,0,33,1.5757575757575757,18,0.9090909090909091,0.09090909090909091,10.0,4.111111111111111,1,2.9978010399629715,55,619,499,117,303,238,19,32,6.084650997150997,2.023536496572211,6.3,69.07,9.03,7.0,8.8,6.52,157.58467339065422,high
26,37,182,1285,219,54,42,30,12,0,7,37,126,140,119,1.6073059360730593,12.35,19,2,2,67,1.626865671641791,29,0.875,0.125,7.0,3.1666666666666665,2,2.9470278599629283,96,1016,862,219,334,263,72,30,5.977974109224109,1.6455582220619813,7.6,60.31,9.03,7.0,10.9,8.42,108.62778852237443,high
6,21,250,1351,250,59,60,15,7,0,10,10,94,166,121,1.32,8.969696969696969,22,1,1,83,1.9156626506024097,43,0.9333333333333333,0.06666666666666667,14.0,1.7916666666666667,2,2.415138919399876,71,771,576,125,339,242,31,23,6.124355158730158,1.6075637305226818,2.8,88.84,4.48,3.0,5.6,3.79,109.80603903030305,elementary
19,26,119,789,145,44,18,18,3,0,8,8,63,83,75,1.3517241379310345,15.090909090909092,19,1,2,38,2.1052631578947367,16,0.8571428571428571,0.14285714285714285,6.0,6.090909090909091,1,2.190629704396339,45,463,351,87,156,117,41,17,6.0652380952380955,1.8672536040957093,4.9,83.46,6.71,6.0,8.0,6.11,52.24386690909091,middle
7,28,88,558,97,40,16,6,2,30,8,3,48,66,52,1.268041237113402,11.909090909090908,9,0,0,34,1.8823529411764706,8,0.6666666666666666,0.3333333333333333,2.0,1.8333333333333333,2,1.816774496652428,36,348,269,128,95,56,34,4,6.888957502192796,1.5970009157509155,2.6,94.86,3.16,2.3,6.1,5.18,101.60434570946578,middle
14,29,191,1211,208,78,33,17,10,0,6,40,79,151,117,1.5913461538461537,11.333333333333334,26,1,1,62,1.9838709677419355,21,0.6428571428571429,0.35714285714285715,1.8,4.5,4,2.315726199886385,62,733,612,173,309,257,42,21,5.710279997779998,1.5163796679036674,6.0,69.89,8.38,6.2,10.8,5.88,62.629954666666634,elementary
38,51,229,2016,313,104,51,39,10,0,4,81,153,218,196,1.805111821086262,34.7,20,1,0,101,2.1386138613861387,40,0.9285714285714286,0.07142857142857142,13.0,8.1,2,2.911018292366852,124,1094,984,263,320,281,145,31,5.809521740030214,2.0012009592148967,17.9,22.79,13.99,19.7,19.6,17.89,118.76734385175719,middle
7,20,154,859,142,44,29,9,6,35,5,14,64,89,66,1.5140845070422535,9.25,14,1,1,46,1.934782608695652,12,0.7777777777777778,0.2222222222222222,3.5,3.090909090909091,2,2.4430124557920148,44,523,390,74,214,136,61,17,6.154431533378903,1.7938261085319909,3.2,87.82,5.25,3.5,8.0,5.3,96.61787673239438,elementary
10,81,201,1710,288,81,49,23,9,2,12,27,99,171,159,1.5416666666666667,14.863636363636363,38,0,0,86,1.8837209302325582,40,0.8275862068965517,0.1724137931034483,4.8,2.736842105263158,5,2.446879705504518,71,708,586,102,247,189,56,29,5.357475857475858,1.8540646775947531,6.3,74.39,9.79,8.6,8.8,6.49,51.31147741414139,high
4,125,11,676,124,36,29,12,5,0,4,11,77,89,70,1.4193548387096775,8.529411764705882,11,1,1,45,1.6222222222222222,20,1.0,0.0,13.0,1.2857142857142858,0,2.288731841944098,60,551,433,123,189,125,34,9,7.97545351473923,1.3380916013810753,2.6,89.45,4.94,3.2,7.7,5.82,109.28885259962048,elementary
37,45,69,886,150,43,36,12,7,0,2,18,98,99,87,1.5733333333333333,12.923076923076923,13,1,0,43,1.6744186046511629,26,1.0,0.0,14.0,4.6,0,2.323417023839385,73,817,618,161,349,265,41,14,5.450381562881562,2.0650681559515003,5.4,76.72,9.32,7.5,8.6,7.0,108.28208266666665,high
14,1,264,1695,298,66,65,23,6,0,16,34,109,164,139,1.4630872483221478,18.5,26,0,0,82,1.7073170731707317,48,0.7692307692307693,0.23076923076923078,3.3333333333333335,3.625,6,2.3876611220984545,80,729,550,111,250,166,89,26,5.12183908045977,1.62516159451144,7.4,71.55,8.93,8.9,10.5,8.25,103.11803774496644,middle
15,36,133,935,153,43,37,13,3,0,5,10,67,98,83,1.3137254901960784,10.555555555555555,11,0,1,46,2.152173913043478,24,1.0,0.0,16.0,3.090909090909091,0,1.8549890125906374,53,605,443,76,308,218,43,8,6.178401360544218,1.3451605937921727,3.3,87.72,7.1,5.4,7.4,4.34,128.252557124183,elementary
11,90,154,1598,260,64,49,32,20,0,11,48,108,166,151,1.7,17.176470588235293,26,0,0,64,2.109375,45,0.7272727272727273,0.2727272727272727,2.6666666666666665,4.705882352941177,6,2.7364377785683947,79,679,569,150,226,200,69,29,5.621386375062846,1.9120338509227404,10.4,47.49,11.3,10.5,12.5,9.35,88.56615482352942,high
16,44,219,1422,243,100,30,19,2,0,14,48,87,162,135,1.5967078189300412,16.647058823529413,31,0,0,78,2.282051282051282,20,0.8571428571428571,0.14285714285714285,6.0,3.3333333333333335,1,2.5344716502831197,63,525,408,165,161,97,39,10,5.887111801242236,1.6457259735878158,7.7,65.32,9.21,8.5,11.7,8.87,55.23975590026623,middle
28,67,127,1062,191,53,45,4,5,0,1,8,61,108,85,1.2774869109947644,11.789473684210526,20,5,3,64,1.9375,25,0.8571428571428571,0.14285714285714285,6.0,2.466666666666667,3,2.3571027184903612,42,410,263,96,195,92,9,7,6.262854251012145,1.7180266793840202,3.6,86.81,5.77,4.2,6.0,4.57,87.09892594764398,high
12,57,130,1461,215,76,43,18,7,0,9,49,87,144,127,1.8511627906976744,14.352941176470589,13,3,3,81,1.6296296296296295,38,0.9565217391304348,0.043478260869565216,22.0,2.7333333333333334,1,3.104301870430491,61,664,528,102,334,263,51,6,6.232857142857143,1.7925089555390306,10.6,41.77,14.72,12.2,12.2,7.46,139.21215243775646,middle
16,42,219,1404,240,101,30,17,2,0,14,45,85,158,134,1.5916666666666666,16.470588235294116,31,0,0,78,2.2564102564102564,20,0.8571428571428571,0.14285714285714285,6.0,3.3333333333333335,1,2.500413160304157,61,489,372,164,161,97,25,10,5.788306878306878,1.6457259735878158,7.6,65.52,9.16,8.4,11.7,8.83,53.42873019607842,middle
35,39,86,819,145,46,24,10,5,0,6,24,83,85,79,1.5517241379310345,16.4,14,0,0,52,1.6730769230769231,17,0.9090909090909091,0.09090909090909091,10.0,6.333333333333333,1,2.3870439034312803,59,518,460,120,241,228,16,27,6.283854166666666,1.9954393976950366,6.6,73.58,8.11,7.6,10.8,8.58,93.4068144,high
23,47,50,661,119,34,20,10,6,0,3,21,63,74,55,1.5630252100840336,11.166666666666666,17,3,3,39,1.7179487179487178,12,0.7272727272727273,0.2727272727272727,2.6666666666666665,3.7142857142857144,3,2.578996936012282,47,482,340,139,195,111,16,5,5.482459901209901,1.6231793540628128,5.9,69.99,7.51,5.4,9.7,8.02,40.905291047619045,middle
32,39,133,1074,184,42,44,20,11,0,6,31,110,123,100,1.6304347826086956,14.714285714285714,13,4,4,53,1.6981132075471699,31,0.75,0.25,3.0,5.888888888888889,4,2.676717334718236,80,790,661,195,371,319,56,27,6.218023153317271,1.6133072982279333,8.5,57.98,8.86,7.7,10.8,8.76,126.4544051180124,high
31,30,59,698,115,32,24,11,6,0,3,18,70,77,61,1.5826086956521739,13.1,10,1,1,36,1.8055555555555556,21,0.8,0.2,4.0,4.0,2,2.6491929077328162,52,566,450,146,198,159,28,38,5.758809973095687,1.5812364028750583,6.7,68.06,9.61,7.8,10.1,7.42,107.7860523826087,high
15,28,154,923,158,47,28,11,6,31,5,16,69,93,70,1.5126582278481013,10.05,20,1,1,49,1.8979591836734695,12,0.7777777777777778,0.2222222222222222,3.5,3.090909090909091,2,2.461048909896172,47,542,405,83,212,134,65,17,6.173737373737374,1.6246902403152403,3.6,86.91,4.9,3.4,8.3,5.5,61.71768530632909,elementary
6,36,254,1604,281,77,41,24,18,0,19,30,127,180,142,1.519572953736655,13.0,32,3,3,75,1.9866666666666666,29,0.8181818181818182,0.18181818181818182,4.5,3.6315789473684212,4,2.6686263025905537,90,858,715,199,254,209,66,27,6.3064303751803745,1.5876472744996326,6.5,68.57,8.16,6.5,8.7,5.77,74.91190351601423,middle
4,97,92,996,168,60,32,16,3,0,6,27,65,130,82,1.6369047619047619,8.695652173913043,11,3,3,54,2.037037037037037,16,0.9166666666666666,0.08333333333333333,11.0,2.3076923076923075,1,3.144727978531198,49,531,391,92,198,108,40,1,7.426697376697377,1.9080096639844224,5.0,72.53,7.55,5.4,9.3,5.54,137.59467370600413,elementary
5,59,88,730,128,47,19,15,2,0,13,18,73,91,70,1.5234375,10.466666666666667,10,2,2,39,1.8461538461538463,13,0.875,0.125,7.0,3.2857142857142856,1,2.4461859462423843,59,717,632,177,202,157,66,1,5.623330835830836,2.0069460468032148,4.2,79.77,6.63,5.0,9.0,5.59,120.69831813333334,elementary
9,21,65,437,81,35,11,3,2,0,12,9,46,55,40,1.3580246913580247,15.571428571428571,9,3,0,27,1.6666666666666667,8,0.6666666666666666,0.3333333333333333,2.0,3.5,1,2.244198603928791,34,377,293,124,110,71,15,3,6.997646103896103,2.309798534798535,4.3,85.08,5.08,5.1,9.2,7.11,76.24711073015874,high
9,20,65,451,80,31,11,3,2,0,9,12,45,51,39,1.5,15.714285714285714,10,0,0,36,1.5277777777777777,3,0.6666666666666666,0.3333333333333333,2.0,2.0,1,2.3808808769024963,33,352,284,127,110,71,15,3,6.90446042053185,2.309798534798535,5.4,76.82,6.36,6.2,8.8,7.06,59.13262285714285,high
11,1,127,928,140,43,42,8,3,0,8,28,74,96,81,1.6785714285714286,11.714285714285714,15,2,2,45,1.711111111111111,32,0.6666666666666666,0.3333333333333333,2.0,4.461538461538462,3,2.467864895584267,55,514,378,107,251,193,15,3,5.297487903043458,1.348721182101749,7.2,61.33,12.91,10.1,10.1,7.14,84.18355314285714,middle
14,34,133,928,150,39,37,14,4,0,5,10,64,97,83,1.32,10.38888888888889,11,0,1,44,2.1363636363636362,26,1.0,0.0,18.0,3.0,0,1.8856180831641265,51,581,419,63,304,214,31,10,5.8615546218487395,1.3630145074224023,3.2,87.92,7.45,5.6,7.2,4.53,126.62556177777776,elementary
14,33,133,919,151,40,36,15,3,0,5,9,64,96,82,1.3178807947019868,10.333333333333334,11,0,1,44,2.0681818181818183,25,1.0,0.0,18.0,3.0,0,1.8514642389410916,51,580,423,76,302,212,38,13,6.060247432306256,1.4114064425277237,3.2,87.92,7.39,5.5,7.2,4.53,127.26436462693155,elementary
18,26,119,791,144,42,18,22,3,0,8,8,64,85,75,1.3611111111111112,15.0,19,1,1,38,2.1842105263157894,15,0.8333333333333334,0.16666666666666666,5.0,6.7,1,2.183152646608812,46,496,384,106,156,117,41,17,6.394404761904762,1.8672536040957093,4.9,83.56,7.0,6.3,8.0,6.07,51.20261777777776,middle
8,30,85,578,108,32,17,11,2,0,9,5,58,69,56,1.3333333333333333,13.1,12,1,1,31,1.8387096774193548,13,0.7777777777777778,0.2222222222222222,3.5,6.75,2,2.163815788238938,39,418,357,74,127,95,45,2,5.79092970521542,1.8602099654731235,3.7,86.6,4.5,3.5,6.6,4.76,78.22006204444446,elementary
11,28,132,762,143,51,21,13,4,20,6,7,63,100,70,1.2797202797202798,13.615384615384615,20,0,0,53,1.9811320754716981,12,0.8,0.2,4.0,3.0,2,2.0185457318895867,47,509,394,129,114,56,105,14,6.384606060606061,1.4091796799691534,2.1,101.39,3.18,2.6,6.7,5.89,42.61889728671326,elementary
36,86,49,1006,175,53,33,16,8,0,4,22,84,119,95,1.5371428571428571,15.153846153846153,21,2,2,49,2.204081632653061,24,0.9,0.1,9.0,5.8,1,2.3948925245366715,64,643,505,171,215,144,51,11,5.898348377812664,1.6215954918693907,7.4,66.23,8.75,7.6,10.0,8.81,65.70018399999998,high
16,63,97,1010,174,47,40,10,6,12,1,1,69,103,94,1.2873563218390804,12.5,15,1,1,55,1.7636363636363637,33,1.0,0.0,25.0,4.5,0,1.918163178716118,53,561,420,110,242,165,23,11,5.97802343159486,1.5490020457125722,3.0,93.74,7.4,5.7,4.6,4.56,109.18259999999998,elementary
7,20,153,785,141,46,27,9,5,24,4,4,63,88,65,1.326241134751773,9.2,14,1,1,46,1.934782608695652,12,0.7777777777777778,0.2222222222222222,3.5,2.727272727272727,2,1.8385353580947632,46,523,390,100,212,134,50,17,6.274659090909092,1.7330029230029227,2.0,96.28,2.75,1.4,5.5,4.31,95.80191100141842,elementary
43,51,236,2185,330,100,54,39,11,0,5,90,157,216,199,1.8515151515151516,37.2,31,3,0,105,2.1714285714285713,39,0.8928571428571429,0.10714285714285714,8.333333333333334,6.583333333333333,2,2.994437757564884,124,1201,1052,267,406,354,150,33,6.0218438307724025,1.8319030949692967,18.6,20.76,14.63,21.3,20.0,18.0,79.99966695757574,high
10,60,201,1550,255,90,39,22,4,14,10,25,94,162,151,1.5372549019607844,14.285714285714286,29,0,0,75,2.1866666666666665,28,0.7619047619047619,0.23809523809523808,3.2,3.0,5,2.3012424974154295,63,579,461,109,238,167,39,4,5.789718901787868,1.6717118847880534,6.0,75.2,9.73,8.5,8.8,6.12,74.07341792717085,high
22,27,363,2140,355,96,61,35,14,0,25,44,153,228,183,1.523943661971831,14.344827586206897,39,3,3,99,2.1515151515151514,39,0.8275862068965517,0.1724137931034483,4.8,4.818181818181818,5,2.741793041338358,106,1053,902,212,396,351,71,17,6.057438672438673,1.5962662627979491,6.9,67.45,9.73,8.2,10.1,6.82,78.75874563186011,high
14,31,96,755,119,34,41,7,5,0,8,23,64,87,68,1.6134453781512605,10.214285714285714,9,3,3,29,2.0,35,0.5384615384615384,0.46153846153846156,1.1666666666666667,4.6923076923076925,4,2.4298069027463587,48,457,286,68,228,144,15,13,5.618658424908425,1.2667000987824786,5.4,71.31,10.52,8.0,8.8,5.42,123.95344611764706,elementary
6,97,1,574,106,34,21,6,3,0,4,11,64,64,63,1.349056603773585,11.0,12,0,1,32,1.40625,23,1.0,0.0,12.0,2.0,0,2.2223339634103194,49,676,549,119,343,311,15,6,6.390816326530612,1.853625861485354,3.9,86.1,6.36,4.7,9.1,5.75,77.3303956226415,elementary
28,55,94,929,155,45,29,13,7,0,6,24,97,94,83,1.6064516129032258,15.083333333333334,16,1,0,56,1.7321428571428572,20,0.9411764705882353,0.058823529411764705,16.0,3.111111111111111,1,2.474897910422474,74,641,519,124,240,188,27,45,6.023929654574817,2.0422821622821625,7.2,66.74,9.61,8.4,10.7,7.76,86.288624344086,high
46,52,49,813,138,29,38,14,14,0,3,22,82,95,76,1.5869565217391304,11.785714285714286,7,2,2,34,1.8529411764705883,20,0.6666666666666666,0.3333333333333333,2.0,5.222222222222222,3,2.3699197536480763,59,592,425,94,274,177,46,41,5.540871383518442,1.8735269568916184,5.5,76.62,8.45,7.1,9.7,7.23,153.18423743271222,high
24,19,165,1080,183,53,34,11,6,0,8,21,94,114,93,1.5245901639344261,12.411764705882353,16,2,0,58,1.8103448275862069,24,1.0,0.0,16.0,2.6363636363636362,0,2.866066823488004,64,706,582,180,269,198,18,19,6.203645197395198,1.8362358447734384,6.1,69.58,8.62,6.7,9.2,6.69,107.75384733140469,middle
15,28,1,241,39,14,9,6,0,0,0,5,22,29,24,1.4615384615384615,7.5,3,0,0,11,2.090909090909091,5,0.3333333333333333,0.6666666666666666,0.5,6.333333333333333,2,2.2526191928817845,17,193,141,37,77,19,26,0,5.439484126984127,1.0733179101600154,3.5,81.8,9.05,6.4,8.3,3.63,124.5378123076923,elementary
11,1,127,952,142,44,41,13,3,0,8,28,78,101,85,1.7253521126760563,11.857142857142858,15,2,2,44,1.7954545454545454,32,0.6875,0.3125,2.2,4.461538461538462,3,2.4942007723038255,59,580,424,115,259,182,30,3,5.433785945854911,1.2392063702379492,8.4,52.76,13.37,10.5,10.3,7.14,85.91664049899396,middle
6,18,250,1353,249,65,59,11,7,0,8,12,95,169,122,1.3614457831325302,8.878787878787879,23,1,1,80,1.9375,47,0.9310344827586207,0.06896551724137931,13.5,1.6923076923076923,2,2.475687818957114,71,786,610,122,372,288,31,23,5.635537918871252,1.5879360400645741,2.8,88.84,4.71,3.1,6.0,3.79,104.53023133406353,elementary
32,34,133,1062,180,41,38,19,14,0,6,29,113,120,96,1.6388888888888888,14.357142857142858,16,3,3,49,1.7755102040816326,26,0.8,0.2,4.0,3.6666666666666665,3,2.71222654649389,80,778,607,197,327,243,43,33,5.826041360600184,1.598675489089023,8.3,58.38,9.44,8.0,10.5,8.7,104.41719098412698,high
19,26,119,783,145,42,18,18,4,0,8,8,63,82,73,1.3655172413793104,15.090909090909092,21,2,2,38,2.0526315789473686,15,0.8333333333333334,0.16666666666666666,5.0,6.0,1,2.141643051113532,46,473,353,87,156,117,41,17,5.748469387755102,1.8672536040957093,4.9,83.46,6.48,5.8,8.0,6.11,35.360666909090895,middle
4,1,26,150,29,8,7,2,2,0,0,1,21,19,17,1.3448275862068966,10.666666666666666,4,0,0,7,2.2857142857142856,4,0.0,1.0,0.0,3.0,2,2.1228612374650186,19,172,136,32,73,60,9,13,5.861111111111111,1.7837519623233908,3.5,87.01,5.02,3.2,6.4,3.88,47.33415733333334,elementary
6,34,137,1086,171,49,31,29,12,0,13,27,96,123,104,1.608187134502924,16.384615384615383,10,5,2,48,2.0208333333333335,19,0.6153846153846154,0.38461538461538464,1.6,5.0,5,2.5944093650559394,68,620,478,128,165,113,52,21,5.33344494047619,1.4567595984262651,7.3,66.54,11.18,10.2,10.2,7.62,140.0206772865497,middle
27,24,268,1631,286,86,55,25,14,0,3,36,162,202,159,1.5314685314685315,11.5,30,3,3,91,1.8241758241758241,38,0.8888888888888888,0.1111111111111111,8.0,2.4210526315789473,3,2.617823551484408,126,1321,1144,353,465,400,74,30,6.1812111603156366,1.9512707431379985,5.1,77.64,8.22,6.1,8.9,7.47,87.10593896503494,high
8,19,85,528,101,32,14,9,2,0,9,4,57,63,52,1.2871287128712872,13.333333333333334,12,1,1,30,1.6666666666666667,12,0.875,0.125,7.0,6.0,1,2.0388348064286888,37,405,344,81,127,95,43,2,5.200414078674948,1.8602099654731235,4.1,85.49,5.03,4.2,6.4,5.27,68.60780211221123,elementary
10,66,201,1683,284,80,55,22,7,2,13,29,97,177,159,1.5211267605633803,13.583333333333334,23,0,0,89,1.8876404494382022,43,0.8,0.2,4.0,2.8095238095238093,6,2.5130486681341906,70,703,580,122,308,231,39,7,5.257208862566005,1.7826217791040564,5.8,75.81,9.38,7.8,8.8,6.08,114.7084185539906,high
23,44,363,2198,372,98,62,36,18,0,27,48,154,240,190,1.521505376344086,14.466666666666667,45,3,3,103,2.1262135922330097,40,0.8181818181818182,0.18181818181818182,4.5,3.9583333333333335,6,2.7295458539566413,106,1044,867,211,366,321,76,24,5.79440836940837,1.7494777755293014,6.9,67.35,9.27,7.9,9.8,6.57,65.06421503655912,high
11,101,154,1874,279,69,53,44,18,0,13,62,127,185,168,1.842293906810036,18.764705882352942,29,0,0,68,2.1470588235294117,47,0.7272727272727273,0.2727272727272727,2.6666666666666665,6.235294117647059,6,3.139825861830591,96,826,697,183,271,245,92,35,5.90454156954157,2.034398766216948,11.0,40.75,13.68,11.6,12.8,9.09,82.47232761880667,high
8,48,132,1083,172,70,34,17,4,0,6,35,77,128,115,1.6453488372093024,12.375,18,2,2,59,1.7627118644067796,36,0.95,0.05,19.0,2.8125,1,2.25743169036595,59,811,702,195,420,381,33,8,5.802734975462248,1.733546755459588,7.5,60.51,11.41,8.9,11.3,6.88,86.70601590697675,elementary
34,59,94,974,164,48,29,15,8,0,7,33,106,100,88,1.6646341463414633,15.833333333333334,18,1,2,54,1.8703703703703705,15,0.9285714285714286,0.07142857142857142,13.0,2.875,1,2.5970170047618115,76,678,536,148,223,184,24,34,5.71433933933934,1.890639553683032,7.9,64.91,10.08,9.4,11.0,8.62,77.69661105691054,high
